"Date of Sale (dd/mm/yyyy)","Address","Postal Code","County","Price (€)","Not Full Market Price","Description of Property","Property Size Description"
"04/01/2012","58 SILVERBROOK, MILL ROAD, CORBALLY","","Limerick","€181,140.00","No","Second-Hand Dwelling house /Apartment",""
"04/01/2012","71 Kylemore, Old Schoolhouse Road, Monaleen  Castletroy","","Limerick","€220,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/01/2012","Rathcahill, Monagea","","Limerick","€162,500.00","No","Second-Hand Dwelling house /Apartment",""
"04/01/2012","Stormount House, Castleconnell","","Limerick","€900,000.00","No","Second-Hand Dwelling house /Apartment",""
"05/01/2012","55 Ballykeeffe Estate, Limerick","","Limerick","€100,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"05/01/2012","Avondale, Roxboro Road, Limerick","","Limerick","€85,000.00","No","Second-Hand Dwelling house /Apartment",""
"06/01/2012","91 Old Windmill Court, Lower Gerald Griffin Street, Limerick","","Limerick","€85,000.00","No","Second-Hand Dwelling house /Apartment",""
"06/01/2012","Devon Road, Templeglantine","","Limerick","€110,000.00","No","Second-Hand Dwelling house /Apartment",""
"10/01/2012","14 Cluain Mhuire, Pallaskenry","","Limerick","€100,000.00","No","Second-Hand Dwelling house /Apartment",""
"10/01/2012","Ardagh Village, Ardagh","","Limerick","€68,000.00","No","Second-Hand Dwelling house /Apartment",""
"11/01/2012","5 Smyth's Lane, Cathedral Place","","Limerick","€60,000.00","No","Second-Hand Dwelling house /Apartment",""
"11/01/2012","Dronmtrasna, Abbeyfeale","","Limerick","€50,000.00","No","Second-Hand Dwelling house /Apartment",""
"11/01/2012","West End, Kilfinane","","Limerick","€40,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/01/2012","102 Cluain Arra, Gortboy, Newcastle West","","Limerick","€75,500.00","Yes","Second-Hand Dwelling house /Apartment",""
"12/01/2012","48  Greenview Close, Glencairin, Dooradoyle","","Limerick","€176,000.00","No","Second-Hand Dwelling house /Apartment",""
"13/01/2012","2 Carrabullawn, Lower Park, Corbally","","Limerick","€255,000.00","No","Second-Hand Dwelling house /Apartment",""
"13/01/2012","4 VANDERALEUR MEWS, ENNIS ROAD","","Limerick","€109,286.00","No","New Dwelling house /Apartment","less than 38 sq metres"
"13/01/2012","5 The Grove, Dooradoyle Road, Limerick","","Limerick","€138,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","4 Glenma, croom","","Limerick","€20,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","46 Assumpta Park, Newcastle West","","Limerick","€75,000.00","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","11 Sli Na Malaoise, Rathkeale","","Limerick","€65,400.00","Yes","Second-Hand Dwelling house /Apartment",""
"19/01/2012","19 Scanlan Park, Castleconnell","","Limerick","€36,100.00","Yes","Second-Hand Dwelling house /Apartment",""
"19/01/2012","9 Dun an Oir, Milford Grange, Castletroy","","Limerick","€110,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","109 carrowkeel, castletroy","","Limerick","€132,158.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"20/01/2012","3 Cois Abhainn, Lower Park, Corbally  Limerick","","Limerick","€285,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","9 Cois hAbhainn, Lower Park, Corbally","","Limerick","€265,000.00","No","Second-Hand Dwelling house /Apartment",""
"23/01/2012","Coolaleen, Broadford","","Limerick","€25,000.00","No","Second-Hand Dwelling house /Apartment",""
"23/01/2012","The Mews, Off Ballinacurra Road, Limerick","","Limerick","€264,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/01/2012","6 Cul Crannagh, Dooradoyle","","Limerick","€180,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/01/2012","Lower Church Road, Raheen, Limerick","","Limerick","€510,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/01/2012","Ballymacreese, Ballyneety, Limerick","","Limerick","€230,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/01/2012","Castlelodge, Castleroberts, Adare","","Limerick","€150,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"31/01/2012","Bellevue, Monaleen Road, Limerick","","Limerick","€170,000.00","No","Second-Hand Dwelling house /Apartment",""
"02/02/2012","21 Sycamore Drive, Bruff","","Limerick","€69,600.00","Yes","Second-Hand Dwelling house /Apartment",""
"02/02/2012","87 Silverbrook, Mill Road, Corbally  Limerick","","Limerick","€175,000.00","No","Second-Hand Dwelling house /Apartment",""
"02/02/2012","Maiden Street, Newcastle West","","Limerick","€35,000.00","No","Second-Hand Dwelling house /Apartment",""
"03/02/2012","20 CASTLEOAKS VILLAGE, CASTLECONNELL","","Limerick","€100,000.00","No","Second-Hand Dwelling house /Apartment",""
"03/02/2012","Main Street, Hospital","","Limerick","€70,000.00","No","Second-Hand Dwelling house /Apartment",""
"06/02/2012","32 Ballinvoher, Father Russell Road, Limerick","","Limerick","€254,000.00","No","Second-Hand Dwelling house /Apartment",""
"06/02/2012","Garrienderk, Kilmallock","","Limerick","€75,000.00","No","Second-Hand Dwelling house /Apartment",""
"06/02/2012","Lissamota, Ballingarry","","Limerick","€282,158.59","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/02/2012","77 Shannonvale, Old Cratloe Road","","Limerick","€106,000.00","No","Second-Hand Dwelling house /Apartment",""
"08/02/2012","Main Street, Ballylanders","","Limerick","€35,500.00","No","Second-Hand Dwelling house /Apartment",""
"08/02/2012","Main Street, Ballylanders","","Limerick","€35,500.00","No","Second-Hand Dwelling house /Apartment",""
"09/02/2012","PARKMORE HOUSE, SHANAGOLDEN","","Limerick","€155,000.00","No","Second-Hand Dwelling house /Apartment",""
"10/02/2012","16 Dromroe, Rhebogue","","Limerick","€127,000.00","No","Second-Hand Dwelling house /Apartment",""
"10/02/2012","9 Bellview, Churchill Meadows, Raheen","","Limerick","€183,000.00","No","Second-Hand Dwelling house /Apartment",""
"13/02/2012","8 RIVER LANE, SANDMALL","","Limerick","€56,990.00","Yes","Second-Hand Dwelling house /Apartment",""
"14/02/2012","Ballybane, Ballyagran, kilmallock","","Limerick","€76,000.00","No","Second-Hand Dwelling house /Apartment",""
"14/02/2012","GORTNADROMIN, DROMKEEN","","Limerick","€192,000.00","No","Second-Hand Dwelling house /Apartment",""
"14/02/2012","Hillingdon Lodge, Bellamont, Caherass Croom","","Limerick","€400,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/02/2012","12 clonbeg, raheen","","Limerick","€202,500.00","No","Second-Hand Dwelling house /Apartment",""
"15/02/2012","140 Glenside, Annacotty","","Limerick","€216,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/02/2012","17 Mullally Lawn, Cappamore","","Limerick","€42,700.00","Yes","Second-Hand Dwelling house /Apartment",""
"16/02/2012","4  MEADOWBROOK, CASTLECONNELL","","Limerick","€142,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/02/2012","9 Hillview Drive, Kilteely","","Limerick","€34,500.00","Yes","Second-Hand Dwelling house /Apartment",""
"16/02/2012","Toureen, Ballysimon","","Limerick","€85,000.00","No","Second-Hand Dwelling house /Apartment",""
"17/02/2012","2 Carrowbanbeg, Loughill","","Limerick","€162,500.00","No","Second-Hand Dwelling house /Apartment",""
"17/02/2012","8 PRIORY PARK, CLANCY STRAND","","Limerick","€182,500.00","No","Second-Hand Dwelling house /Apartment",""
"17/02/2012","Tournafulla Upper, Tournafulla","","Limerick","€57,000.00","No","Second-Hand Dwelling house /Apartment",""
"18/02/2012","21B Moore Bay, Holiday Village, Kilkee","","Limerick","€55,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/02/2012","24 Crestwood, Kilteragh, Dooradoyle","","Limerick","€160,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/02/2012","33  ST. SENAN TERRACE, CROOM","","Limerick","€60,000.00","No","Second-Hand Dwelling house /Apartment",""
"21/02/2012","57 Monaleen Park, Castletroy","","Limerick","€260,000.00","No","Second-Hand Dwelling house /Apartment",""
"21/02/2012","9 Ballyclough, Ballinacurra Weston, Limerick","","Limerick","€22,500.00","No","Second-Hand Dwelling house /Apartment",""
"21/02/2012","St Margaret's, Ennis Road","","Limerick","€260,000.00","No","Second-Hand Dwelling house /Apartment",""
"22/02/2012","25 Carraballawn, Lower Park, Corbally","","Limerick","€215,000.00","No","Second-Hand Dwelling house /Apartment",""
"22/02/2012","4 Crossagalla, Old Cork Road","","Limerick","€10,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"22/02/2012","Ballyagran, Co. Limerick","","Limerick","€60,000.00","No","Second-Hand Dwelling house /Apartment",""
"22/02/2012","THE FIRS, GRANGE, KILMALLOCK","","Limerick","€70,000.00","No","Second-Hand Dwelling house /Apartment",""
"23/02/2012","89 Oakleigh Wood, Dooradoyle, Limerick","","Limerick","€140,000.00","No","Second-Hand Dwelling house /Apartment",""
"23/02/2012","Ballybehy, Abbeyfeale","","Limerick","€32,500.00","No","Second-Hand Dwelling house /Apartment",""
"24/02/2012","Ballaugh, Abbeyfeale","","Limerick","€160,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/02/2012","Ballybrood, Caherconlish, Limerick","","Limerick","€150,000.00","No","Second-Hand Dwelling house /Apartment",""
"27/02/2012","10 Connolly Ave., Newcastle West, Co. Limerick","","Limerick","€43,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/02/2012","15 Markievicz Drive, Kincora Park","","Limerick","€15,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"28/02/2012","Main Street, Glin","","Limerick","€83,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/02/2012","Raymondstown, Dromin, Kilmallock","","Limerick","€70,000.00","No","Second-Hand Dwelling house /Apartment",""
"29/02/2012","1 O'Connell Street, & 37 Denmark Street, Limerick","","Limerick","€120,000.00","No","Second-Hand Dwelling house /Apartment",""
"29/02/2012","Kealogues, Oola","","Limerick","€50,000.00","No","Second-Hand Dwelling house /Apartment",""
"29/02/2012","Longford East, Oola","","Limerick","€165,500.00","No","Second-Hand Dwelling house /Apartment",""
"01/03/2012","1 Verona Esplanade, O'Connell Ave, Limerick","","Limerick","€285,000.00","No","Second-Hand Dwelling house /Apartment",""
"01/03/2012","32 Jutland Hall, Steamboat Quay, Limerick","","Limerick","€55,000.00","No","Second-Hand Dwelling house /Apartment",""
"02/03/2012","45 Shannonmore Park, Clareview","","Limerick","€265,000.00","No","Second-Hand Dwelling house /Apartment",""
"02/03/2012","46 Roches Street, Limerick","","Limerick","€150,000.00","No","Second-Hand Dwelling house /Apartment",""
"02/03/2012","53 MARY STREET, LIMERICK","","Limerick","€47,575.00","Yes","Second-Hand Dwelling house /Apartment",""
"02/03/2012","8 OAKFIELD, FR. RUSSELL ROAD","","Limerick","€195,000.00","No","Second-Hand Dwelling house /Apartment",""
"02/03/2012","BALLYVAREEN, KILDIMO","","Limerick","€282,000.00","No","Second-Hand Dwelling house /Apartment",""
"02/03/2012","CAHERHENNESSY, BALLINGARRY","","Limerick","€55,000.00","No","Second-Hand Dwelling house /Apartment",""
"05/03/2012","30 Meadowvale Close, Raheen, Limerick","","Limerick","€275,000.00","No","Second-Hand Dwelling house /Apartment",""
"05/03/2012","Martinstown, Kilmallock","","Limerick","€60,000.00","No","Second-Hand Dwelling house /Apartment",""
"05/03/2012","Oola Hills, Oola","","Limerick","€105,000.00","No","Second-Hand Dwelling house /Apartment",""
"06/03/2012","Carrigparsons, Ballysimon","","Limerick","€80,000.00","No","Second-Hand Dwelling house /Apartment",""
"06/03/2012","The Coach House, Highfield, Ennis Road","","Limerick","€200,000.00","No","Second-Hand Dwelling house /Apartment",""
"06/03/2012","Toorlougher, Murroe","","Limerick","€50,000.00","No","Second-Hand Dwelling house /Apartment",""
"07/03/2012","12 Greenfields, Rosbrien","","Limerick","€145,000.00","No","Second-Hand Dwelling house /Apartment",""
"07/03/2012","90 Sycamore Avenue, Rathbane","","Limerick","€70,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"08/03/2012","34 Shelbourne Park, Ennis Road","","Limerick","€160,000.00","No","Second-Hand Dwelling house /Apartment",""
"09/03/2012","12 Norbiton Hill, Raheen","","Limerick","€170,000.00","No","Second-Hand Dwelling house /Apartment",""
"09/03/2012","23 Daawrood Crescent, Gortboy, Newcastle West","","Limerick","€135,000.00","No","Second-Hand Dwelling house /Apartment",""
"09/03/2012","29 Creagh Avenue, Kileely, Thomondgate","","Limerick","€68,000.00","No","Second-Hand Dwelling house /Apartment",""
"09/03/2012","Ardnacrohy, Newcastle West","","Limerick","€205,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/03/2012","16 Rosnaree, Churchill Meadows, Raheen","","Limerick","€155,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/03/2012","5 Quinns Cottages, Rosbrien","","Limerick","€30,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/03/2012","Sycamore Lodge, Crecora, Patrickswell","","Limerick","€390,000.00","No","Second-Hand Dwelling house /Apartment",""
"13/03/2012","10A Knockhill, Ennis Road","","Limerick","€127,500.00","No","Second-Hand Dwelling house /Apartment",""
"13/03/2012","Brooks Bridge, Oola","","Limerick","€60,000.00","No","Second-Hand Dwelling house /Apartment",""
"14/03/2012","33 Killeline Heights, Newcastle West","","Limerick","€146,000.00","No","Second-Hand Dwelling house /Apartment",""
"14/03/2012","60 Cois Ghruda, Kilbane, Casletroy","","Limerick","€111,000.00","No","Second-Hand Dwelling house /Apartment",""
"14/03/2012","Bellview, Banogue, Croom","","Limerick","€185,000.00","No","Second-Hand Dwelling house /Apartment",""
"14/03/2012","Copper Beach, Dooradoyle","","Limerick","€410,000.00","No","Second-Hand Dwelling house /Apartment",""
"14/03/2012","Ministerland, Ardagh","","Limerick","€80,000.00","No","Second-Hand Dwelling house /Apartment",""
"14/03/2012","Thomas Street, Rathkeale","","Limerick","€100,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/03/2012","22 Oakfield, Dooradoyle","","Limerick","€165,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/03/2012","26 Lisadell Drive, Greystones, Limerick","","Limerick","€187,500.00","No","Second-Hand Dwelling house /Apartment",""
"15/03/2012","Caherelly East, Co.Limerick","","Limerick","€372,423.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"15/03/2012","The Square, Rathkeale","","Limerick","€250,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/03/2012","20  Hazelgrove, Newcastlewest","","Limerick","€65,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/03/2012","6  The Grove, Dooradoyle, Limerick","","Limerick","€155,506.60","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"16/03/2012","83 The Fairways, Monaleen, Castletroy","","Limerick","€260,500.00","No","Second-Hand Dwelling house /Apartment",""
"16/03/2012","BOHERDUFF, CAHERELLY, GRANGE","","Limerick","€62,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/03/2012","Coolum Lodge, Croagh","","Limerick","€105,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/03/2012","Stradbally North, Castleconnell, Co. Limerick","","Limerick","€150,000.00","No","Second-Hand Dwelling house /Apartment",""
"21/03/2012","17 Parkview, Shanagolden, Co Limerick","","Limerick","€36,500.00","Yes","Second-Hand Dwelling house /Apartment",""
"21/03/2012","34 Mullally Grove, Cappamore","","Limerick","€63,600.00","Yes","Second-Hand Dwelling house /Apartment",""
"21/03/2012","Kilduff, Pallasgreen","","Limerick","€185,000.00","No","Second-Hand Dwelling house /Apartment",""
"22/03/2012","52 Flood Street, Limerick","","Limerick","€53,000.00","No","Second-Hand Dwelling house /Apartment",""
"22/03/2012","Monaskeha, Clonlara, Co Limerick","","Limerick","€266,000.00","No","Second-Hand Dwelling house /Apartment",""
"23/03/2012","26 Carrigeen, Annacotty, Limerick","","Limerick","€185,000.00","No","Second-Hand Dwelling house /Apartment",""
"23/03/2012","4 St. Nessans Road, Dooradoyle","","Limerick","€150,000.00","No","Second-Hand Dwelling house /Apartment",""
"23/03/2012","41 Ballinvoher, Fr. Russell Road, Dooradoyle","","Limerick","€225,000.00","No","Second-Hand Dwelling house /Apartment",""
"23/03/2012","Bunavie, Nicker, Pallasgreen","","Limerick","€233,480.17","No","New Dwelling house /Apartment","greater than 125 sq metres"
"23/03/2012","Derryhasna, Castleconnell, Co. Limerick","","Limerick","€264,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/03/2012","Glenlara, Garryspillane, Kilmallock","","Limerick","€75,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/03/2012","The Square, Rathkeale","","Limerick","€210,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/03/2012","Tullaha, Broadford","","Limerick","€120,000.00","No","Second-Hand Dwelling house /Apartment",""
"27/03/2012","10 Churchview, Castlemahon, Co. Limerick","","Limerick","€47,900.00","Yes","Second-Hand Dwelling house /Apartment",""
"27/03/2012","17 Lissnalta Avenue, Dooradoyle, Limerick","","Limerick","€82,267.07","No","Second-Hand Dwelling house /Apartment",""
"27/03/2012","37 Vartry Avenue, Raheen, Limerick","","Limerick","€158,000.00","No","Second-Hand Dwelling house /Apartment",""
"27/03/2012","4 Lifford Park, South Circular Road","","Limerick","€145,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"27/03/2012","81 Cluain Arra, Newcastle West","","Limerick","€173,000.00","No","Second-Hand Dwelling house /Apartment",""
"27/03/2012","Ballinvreena, Kilmallock","","Limerick","€50,000.00","No","Second-Hand Dwelling house /Apartment",""
"27/03/2012","Magnolia House, Palm Drive, Newcastle West","","Limerick","€125,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/03/2012","10 Marian Avenue, Janesboro","","Limerick","€133,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/03/2012","3 THE GROVE, DOORADOYLE, LIMERICK","","Limerick","€145,000.00","No","New Dwelling house /Apartment","less than 38 sq metres"
"28/03/2012","7 The Grove, Dooradoyle Road, Limerick","","Limerick","€153,537.50","No","Second-Hand Dwelling house /Apartment",""
"28/03/2012","Rooskagh East, Carrickerry, Athea","","Limerick","€185,022.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"29/03/2012","49  Carraig Desmond, Newcastlewest","","Limerick","€120,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"29/03/2012","53  Carraig Desmond, Newcastlewest","","Limerick","€120,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"29/03/2012","78 Cliona Park, Moyross","","Limerick","€6,500.00","No","Second-Hand Dwelling house /Apartment",""
"30/03/2012","1 HILLTOP, ST. PATRICKS ROAD, LIMERICK","","Limerick","€130,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/03/2012","11 Coolraine Estate, Mayorstone","","Limerick","€220,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/03/2012","4 slugaire, dooradoyle road","","Limerick","€365,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/03/2012","6 Ardara Terrace, Ennis Road, Limerick","","Limerick","€340,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/03/2012","Farrihy, Broadford","","Limerick","€60,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/03/2012","Sunbeam, South Circular Road, Limerick","","Limerick","€215,000.00","No","Second-Hand Dwelling house /Apartment",""
"01/04/2012","9 Gallery Lane, Church Hill Meadows, Raheen","","Limerick","€166,750.00","No","Second-Hand Dwelling house /Apartment",""
"02/04/2012","'ONEHUNDRED ACRES', CAHERCONLISH","","Limerick","€80,000.00","No","Second-Hand Dwelling house /Apartment",""
"02/04/2012","11 Vandeleur Mews, Ennis Road, Limerick","","Limerick","€91,079.30","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/04/2012","111 Sycamore Avenue, Rathbane, Limerick","","Limerick","€35,000.00","No","Second-Hand Dwelling house /Apartment",""
"02/04/2012","25 VEREKER GARDENS, ENNIS ROAD","","Limerick","€210,000.00","No","Second-Hand Dwelling house /Apartment",""
"02/04/2012","Rivers, Lisnagry","","Limerick","€90,000.00","No","Second-Hand Dwelling house /Apartment",""
"03/04/2012","12 ST. JAMES'S MEWS, ALPHONSUS STREET","","Limerick","€180,000.00","No","Second-Hand Dwelling house /Apartment",""
"03/04/2012","42 & 43Lr. Gerald Griffin Street, Limerick City","","Limerick","€77,000.00","No","Second-Hand Dwelling house /Apartment",""
"03/04/2012","Kileen, Ballybricken East","","Limerick","€90,000.00","No","Second-Hand Dwelling house /Apartment",""
"03/04/2012","Newtown, Galbally","","Limerick","€10,000.00","No","Second-Hand Dwelling house /Apartment",""
"03/04/2012","Rylands, Ballingarry","","Limerick","€60,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/04/2012","30  ROSE COURT, KEYES PARK","","Limerick","€8,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"04/04/2012","42 Woodfield Park, Newcastle West","","Limerick","€80,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/04/2012","43 Woodfield Park, Newcastle West","","Limerick","€80,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/04/2012","44 Woodfield Park, Newcastle West","","Limerick","€80,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/04/2012","9 THE GROVE, HUNTSFIELD, DOORADOYLE","","Limerick","€140,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/04/2012","Ballinagowan, Newcastle West","","Limerick","€180,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/04/2012","Kilbehy, Askeaton, County Limerick","","Limerick","€125,000.00","No","Second-Hand Dwelling house /Apartment",""
"05/04/2012","Doireann Alainn, Lisaleen, Adare","","Limerick","€380,000.00","No","Second-Hand Dwelling house /Apartment",""
"06/04/2012","Rivercrest, Ballymongaun, Dromcollogher","","Limerick","€60,000.00","No","Second-Hand Dwelling house /Apartment",""
"10/04/2012","6 Greenpark Close, South Circular Road","","Limerick","€240,000.00","No","Second-Hand Dwelling house /Apartment",""
"10/04/2012","Brook Villa, Caherconlish","","Limerick","€200,000.00","No","Second-Hand Dwelling house /Apartment",""
"11/04/2012","19 BELFIELD GARDENS, ENNIS ROAD","","Limerick","€135,000.00","No","Second-Hand Dwelling house /Apartment",""
"11/04/2012","8 The Grove, Dooradoyle","","Limerick","€130,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/04/2012","CAMASS NORTH, BRUFF","","Limerick","€235,000.00","No","Second-Hand Dwelling house /Apartment",""
"13/04/2012","30 Lawndale Drive, Dooradoyle, Limerick","","Limerick","€150,000.00","No","Second-Hand Dwelling house /Apartment",""
"13/04/2012","Ballyloundash, Herbertstown, Co. Limerick","","Limerick","€42,000.00","No","Second-Hand Dwelling house /Apartment",""
"13/04/2012","Devon Road, Templeglantine","","Limerick","€37,500.00","No","Second-Hand Dwelling house /Apartment",""
"16/04/2012","22 Pery Court, Upper Mallow Street","","Limerick","€131,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/04/2012","Apt 14A John Street, Limerick","","Limerick","€56,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/04/2012","Baggotstown East, Bruff","","Limerick","€48,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/04/2012","Ross, Ballinlonig, Dromcollogher","","Limerick","€57,000.00","No","Second-Hand Dwelling house /Apartment",""
"18/04/2012","Apartment 13 Vandaneur Mews, Strand House, Ennis Road","","Limerick","€115,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"18/04/2012","Shiloh Lodge, Boheroe, Dromkeen","","Limerick","€205,000.00","No","Second-Hand Dwelling house /Apartment",""
"19/04/2012","Griston East, Ballylanders","","Limerick","€45,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/04/2012","104 Richmond Court, Mount Kennett Place, Limerick","","Limerick","€43,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/04/2012","4 Munster Terrace, O' Connell Avenue, Limerick","","Limerick","€420,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/04/2012","61 The Village, Adare Manor, Adare","","Limerick","€197,709.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"23/04/2012","42 Springfields, Dooradoyle, Limerick","","Limerick","€177,000.00","No","Second-Hand Dwelling house /Apartment",""
"23/04/2012","Kedra, 12 Shelbourne Avenue, Ennis Road","","Limerick","€117,500.00","No","Second-Hand Dwelling house /Apartment",""
