"Date of Sale (dd/mm/yyyy)","Address","Postal Code","County","Price (€)","Not Full Market Price","Description of Property","Property Size Description"
"23/02/2010","142 Carrowkeel, Woodhaven, Castletroy","","Limerick","€158,590.30","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"24/02/2010","88 The Grange, Raheen","","Limerick","€228,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/02/2010","Ballinagarde, Ballyneety","","Limerick","€135,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/02/2010","Meenoline North, Templeglantine, Co. Limerick","","Limerick","€48,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/02/2010","st annes, rathkeale","","Limerick","€200,000.00","No","Second-Hand Dwelling house /Apartment",""
"25/02/2010","19 coolraine estate, mayorstone, limerick","","Limerick","€120,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"25/02/2010","5 Toormore, Bruree, Co Limerick","","Limerick","€110,132.15","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"25/02/2010","5, Augustine Place, Limerick","","Limerick","€100,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/02/2010","3 Beechfield, Monaleen","","Limerick","€305,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/02/2010","6 & 7 Catherine Place, Limerick","","Limerick","€1,391,333.30","No","New Dwelling house /Apartment","greater than 125 sq metres"
"26/02/2010","9 St.Joseph's Place, Joseph Street, Limerick","","Limerick","€145,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/02/2010","Camass, Bruff","","Limerick","€156,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/02/2010","Kileedy, Ballaugh","","Limerick","€27,000.00","No","Second-Hand Dwelling house /Apartment",""
"01/03/2010","18 Toormore, Bruree","","Limerick","€145,374.44","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/03/2010","192 Glanntan, Golf Links Road, Castletroy","","Limerick","€205,000.00","No","Second-Hand Dwelling house /Apartment",""
"01/03/2010","5 St. Nessan's Road, Dooradoyle","","Limerick","€236,750.00","No","Second-Hand Dwelling house /Apartment",""
"01/03/2010","Main Street Rathkeale, rathkeale, rathkeale","","Limerick","€150,000.00","No","Second-Hand Dwelling house /Apartment",""
"01/03/2010","Toorlougher, Murroe, Co Limerick","","Limerick","€62,500.00","No","Second-Hand Dwelling house /Apartment",""
"02/03/2010","6 Toormore, Bruree","","Limerick","€110,620.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/03/2010","1 Ardbracken, Kilteragh, Dooradoyle","","Limerick","€161,563.95","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/03/2010","260 Bru na Gruadan, Castletroy","","Limerick","€170,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/03/2010","54 Cragaun, Father Russell Road, Dooradoyle","","Limerick","€235,000.00","No","Second-Hand Dwelling house /Apartment",""
"03/03/2010","7 Bellview, Glenfield, Kilmallock","","Limerick","€140,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"03/03/2010","8  Lissnalta Green, Dooradoyle, Limerick","","Limerick","€215,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/03/2010","47  Ballyvaeen, Kildimo","","Limerick","€158,590.30","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"04/03/2010","59 O'Dwyer Villas, Thomondgate, Limerick","","Limerick","€100,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/03/2010","Apartment 302, Windmill House, Dock Road","","Limerick","€95,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/03/2010","BUNCLOADY LODGE, RHEBOGUE, LIMERICK","","Limerick","€310,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/03/2010","Number 7, Crecora Avenue, Ballinacurra Weston","","Limerick","€20,000.00","No","Second-Hand Dwelling house /Apartment",""
"05/03/2010","66 Daarwood Cresent, Newcastle West","","Limerick","€180,000.00","No","Second-Hand Dwelling house /Apartment",""
"08/03/2010","17 The Glebe, Monagea, Newcastlewest","","Limerick","€150,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/03/2010","4 Kickham Avenue, Prospect, Limerick","","Limerick","€85,000.00","No","Second-Hand Dwelling house /Apartment",""
"08/03/2010","6 Ard Thomain, Sl? Na Manach, Mungret","","Limerick","€329,520.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/03/2010","87 Castleview, Newcastle West","","Limerick","€90,000.00","No","Second-Hand Dwelling house /Apartment",""
"08/03/2010","Farnane, Cappamore","","Limerick","€80,000.00","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"09/03/2010","43 Liosan, Gortboy, Newcastle West","","Limerick","€220,969.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"09/03/2010","51/D2 Woodfield Grove, Newcastlewest","","Limerick","€140,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"09/03/2010","Carrickerry, Athea","","Limerick","€50,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"09/03/2010","Keary, Dooradoyle Road","","Limerick","€210,000.00","No","Second-Hand Dwelling house /Apartment",""
"10/03/2010","7 Clonbeg, Church Hill Meadows  Raheen, Limerick","","Limerick","€217,000.00","No","Second-Hand Dwelling house /Apartment",""
"11/03/2010","2 Clover Hill, Dooradoyle","","Limerick","€334,000.00","No","Second-Hand Dwelling house /Apartment",""
"11/03/2010","Knocktoosh, Broadford, Charleville","","Limerick","€40,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/03/2010","11 Oakfield, Monaleen, Limerick","","Limerick","€302,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/03/2010","6  caislean nua, Golf Links Road, Castletroy","","Limerick","€462,555.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"12/03/2010","6 Chestnut Grove, Caherdavin Lawn","","Limerick","€257,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/03/2010","98 ArdAulin, Mungret","","Limerick","€160,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"12/03/2010","BALLYMORISHEEN, ARDAGH","","Limerick","€60,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/03/2010","banogue, croom, limerick","","Limerick","€225,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/03/2010","Garryfine, Bruree","","Limerick","€632,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/03/2010","CAPPANIHANE, GRANAGH, KILMALLOCK","","Limerick","€75,000.00","No","Second-Hand Dwelling house /Apartment",""
"17/03/2010","Ballyloughane, Tournafulla","","Limerick","€70,000.00","No","Second-Hand Dwelling house /Apartment",""
"18/03/2010","8 Abbotts Way, Blackabbey gate, Adare","","Limerick","€289,500.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"18/03/2010","Well Lane, Rathkeale","","Limerick","€51,000.00","No","Second-Hand Dwelling house /Apartment",""
"19/03/2010","Ballygeale, Newcastle West","","Limerick","€150,000.00","No","Second-Hand Dwelling house /Apartment",""
"22/03/2010","1 CONVENT STREET, LIMERICK","","Limerick","€128,600.00","No","Second-Hand Dwelling house /Apartment",""
"22/03/2010","17 The Glebe, Monagea, Newcastlewest","","Limerick","€150,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"23/03/2010","61 Glenside, Annacotty","","Limerick","€240,000.00","No","Second-Hand Dwelling house /Apartment",""
"23/03/2010","Ballyegogue, Kilfinane","","Limerick","€40,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"23/03/2010","New Road, Rathkeale, Rathkeale","","Limerick","€550,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/03/2010","72 Abbeyvale, Corbally, Limerick","","Limerick","€150,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/03/2010","Knockane, Garrydoolis, Pallasgreen","","Limerick","€40,000.00","No","Second-Hand Dwelling house /Apartment",""
"25/03/2010","139 Kylemore, Schoolhouse Road, Monaleen","","Limerick","€211,454.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"25/03/2010","Clorhane, Kildimo","","Limerick","€216,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/03/2010","1 The River, Killuragh, Cappamore","","Limerick","€300,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/03/2010","11 WOODVALE, FOYNES","","Limerick","€150,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/03/2010","8 Lansdowne Garden, Ennis Road, Limerick","","Limerick","€150,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/03/2010","Bedrock, Ballinacarrig, Kildimo","","Limerick","€350,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/03/2010","100 Kylemore, Schoolhouse Road, Monaleen","","Limerick","€365,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"30/03/2010","11 Abbeylands, Rathkeale, Co. Limerick","","Limerick","€180,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/03/2010","2 Sunside Haven, Circular Road, Kilkee","","Limerick","€70,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/03/2010","23 Mount Green, Castletroy, Limerick","","Limerick","€300,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/03/2010","67 Foxfield, Dooradoyle","","Limerick","€215,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/03/2010","Scarteen, Knocklong","","Limerick","€120,000.00","No","Second-Hand Dwelling house /Apartment",""
"31/03/2010","18 Woodhaven, Shreelane Road, Castletroy","","Limerick","€110,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"31/03/2010","23  McDonagh Avenue, Janesboro, Limerick","","Limerick","€32,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"31/03/2010","36  hyde avenue, ballinacurra weston","","Limerick","€25,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"31/03/2010","98 Kylemore, Schoolhouse Road, Monaleen","","Limerick","€145,000.00","No","Second-Hand Dwelling house /Apartment",""
"01/04/2010","74 Cluain Dubh, Father Russell Road","","Limerick","€125,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"01/04/2010","Erinvilla, Ennis Road, LIMERICK","","Limerick","€180,000.00","No","Second-Hand Dwelling house /Apartment",""
"06/04/2010","21 Kilcolman Drive, Newcastlewest","","Limerick","€205,000.00","No","Second-Hand Dwelling house /Apartment",""
"06/04/2010","59 Bishops Court, Newcastle West","","Limerick","€123,500.00","No","Second-Hand Dwelling house /Apartment",""
"07/04/2010","14 Casement Avenue, Janesboro, Limerick","","Limerick","€85,000.00","No","Second-Hand Dwelling house /Apartment",""
"07/04/2010","8 Roschoill, Pallaskenry, Co Limerick","","Limerick","€158,590.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"07/04/2010","Garriencoona, Kilmallock","","Limerick","€116,000.00","No","Second-Hand Dwelling house /Apartment",""
"08/04/2010","glascurran, ferrybridge, clarina","","Limerick","€280,000.00","No","Second-Hand Dwelling house /Apartment",""
"08/04/2010","NEWTOWN, ELTON, KNOCKLONG","","Limerick","€95,000.00","No","Second-Hand Dwelling house /Apartment",""
"08/04/2010","Oakwood  Gortboy, Newcastlewest","","Limerick","€120,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/04/2010","Oakwood  Gortboy, Newcastlewest","","Limerick","€110,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"09/04/2010","77 GREENFIELDS, ROSBRIEN, LIMERICK","","Limerick","€120,000.00","No","Second-Hand Dwelling house /Apartment",""
"09/04/2010","Apartment 16, Charlotte Quay","","Limerick","€164,167.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"09/04/2010","Apartment 17, Charlotte Quay","","Limerick","€164,167.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"10/04/2010","9 Clohessy Park, Fedamore, Co. Limerick","","Limerick","€80,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/04/2010","35 Meadow Court, Newcastlewest, Newcastlewest","","Limerick","€182,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/04/2010","Emmett House, Old Cork Road","","Limerick","€126,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"12/04/2010","No.1 Inis Mor, Fr. Russell Road","","Limerick","€204,000.00","No","Second-Hand Dwelling house /Apartment",""
"13/04/2010","Ballydoole, Pallaskenry","","Limerick","€252,537.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"13/04/2010","Newline, Grange, Kilmallock","","Limerick","€120,000.00","No","Second-Hand Dwelling house /Apartment",""
"14/04/2010","59 Courtfields, Raheen","","Limerick","€185,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/04/2010","Bulgaden, Kilmallock","","Limerick","€52,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/04/2010","16 Ashbrook Grove, Ennis Road, Limerick","","Limerick","€367,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/04/2010","34 Cluain Dara Court, Clonmacken, Limerick","","Limerick","€184,660.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"20/04/2010","40 Cluain Dara, Clonmacken, Limerick","","Limerick","€184,660.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"21/04/2010","164 Glenbrook, Old Singland Road, Limerick","","Limerick","€180,000.00","No","Second-Hand Dwelling house /Apartment",""
"21/04/2010","23 The Glen, Glen Grove, Kilmallock","","Limerick","€220,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"23/04/2010","23 GALVONE ROAD, KENNEDY PARK","","Limerick","€130,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/04/2010","38 Westfield Park, North Circular Road, Limerick","","Limerick","€357,990.00","No","Second-Hand Dwelling house /Apartment",""
"26/04/2010","5 BELLEWOOD, BALLYNEETY","","Limerick","€285,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/04/2010","Ballyanrahan, Patrickswell, Co Limerick","","Limerick","€131,000.00","No","Second-Hand Dwelling house /Apartment",""
"27/04/2010","20 Liosan, Newcastlewest, newcastlewest","","Limerick","€179,000.00","No","Second-Hand Dwelling house /Apartment",""
"27/04/2010","86 Cluain Arra, Newcastlewest","","Limerick","€125,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/04/2010","51 Russell Court, Dooradoyle, Limerick","","Limerick","€163,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/04/2010","70 Hawthorn Drive, Newcastle West","","Limerick","€185,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/04/2010","Rathanny, Hospital","","Limerick","€182,000.00","No","Second-Hand Dwelling house /Apartment",""
"29/04/2010","95 Arraview, Newcastle West","","Limerick","€140,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"29/04/2010","no 1 DEEL TERRACE, GORT, ASKEATON","","Limerick","€55,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/04/2010","14 Lanahrone Avenue, Corbally","","Limerick","€196,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/04/2010","65 Woodfield Grove, Killeline, Newcastle West","","Limerick","€82,889.73","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"30/04/2010","Cloughkeating, Patrickswell","","Limerick","€240,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/04/2010","Glenastar, Ardagh, Co. Limerick","","Limerick","€6,829.38","No","Second-Hand Dwelling house /Apartment",""
"30/04/2010","Lord Edward Street, Kilmallock","","Limerick","€275,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/05/2010","33 Willsbrook, Dooradoyle, Limerick","","Limerick","€247,000.00","No","Second-Hand Dwelling house /Apartment",""
"05/05/2010","105 Ardaulin, Mungret","","Limerick","€132,159.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"05/05/2010","52 Cherry Drive, Glencarin, Dooradoyle","","Limerick","€215,000.00","No","Second-Hand Dwelling house /Apartment",""
"05/05/2010","9 ST MARYS PARK, RATHKEALE","","Limerick","€90,000.00","No","Second-Hand Dwelling house /Apartment",""
"06/05/2010","25, Mallow Street, Limerick City","","Limerick","€390,000.00","No","Second-Hand Dwelling house /Apartment",""
"06/05/2010","Curraheen North, Askeaton","","Limerick","€177,000.00","No","Second-Hand Dwelling house /Apartment",""
"07/05/2010","103 Ard Aullin, Mungret","","Limerick","€160,000.00","No","New Dwelling house /Apartment","less than 38 sq metres"
"07/05/2010","27 Sexton Street, Limerick","","Limerick","€126,000.00","No","Second-Hand Dwelling house /Apartment",""
"07/05/2010","Abbington, Murroe","","Limerick","€470,000.00","No","Second-Hand Dwelling house /Apartment",""
"07/05/2010","Annagurra, Ballylanders","","Limerick","€120,000.00","No","Second-Hand Dwelling house /Apartment",""
"07/05/2010","Killonan, Ballysimon, Co. Limerick","","Limerick","€495,000.00","No","Second-Hand Dwelling house /Apartment",""
"07/05/2010","number 66  mayorstone drive, mayorstone, limerick","","Limerick","€240,000.00","No","Second-Hand Dwelling house /Apartment",""
"10/05/2010","141 Arraview, Newcastle West","","Limerick","€290,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"10/05/2010","3 Caislean na hAbhainn, Castletroy","","Limerick","€150,000.00","No","Second-Hand Dwelling house /Apartment",""
"10/05/2010","47 Foxfield, Dooradoyle, Limerick","","Limerick","€205,000.00","No","Second-Hand Dwelling house /Apartment",""
"10/05/2010","94 Lansdowne Park, Ennis Road","","Limerick","€290,000.00","No","Second-Hand Dwelling house /Apartment",""
"10/05/2010","Lorriga, Patrickswell Road","","Limerick","€190,000.00","No","Second-Hand Dwelling house /Apartment",""
